student_id,name,email,joining_time,leaving_time,total_duration,Total_Attendance,Attendance_Percentage,Certification_Status
STU0312,Student_312,student312@gmail.com,13:09,15:08,119,119,99.166667,Certified
STU0522,Student_522,student522@gmail.com,13:18,15:17,119,119,99.166667,Certified
STU0550,Student_550,student550@gmail.com,13:02,15:01,119,119,99.166667,Certified
STU0733,Student_733,student733@gmail.com,13:07,15:06,119,119,99.166667,Certified
STU0641,Student_641,student641@gmail.com,13:19,15:18,119,119,99.166667,Certified
STU0520,Student_520,student520@gmail.com,13:07,15:06,119,119,99.166667,Certified
STU0719,Student_719,student719@gmail.com,13:19,15:18,119,119,99.166667,Certified
STU0093,Student_93,student93@gmail.com,13:10,15:09,119,119,99.166667,Certified
STU0764,Student_764,student764@gmail.com,13:06,15:04,118,118,98.333333,Certified
STU0932,Student_932,student932@gmail.com,13:09,15:07,118,118,98.333333,Certified
STU0020,Student_20,student20@gmail.com,13:09,15:07,118,118,98.333333,Certified
STU0019,Student_19,student19@gmail.com,13:14,15:12,118,118,98.333333,Certified
STU0956,Student_956,student956@gmail.com,13:19,15:17,118,118,98.333333,Certified
STU0059,Student_59,student59@gmail.com,13:14,15:12,118,118,98.333333,Certified
STU0844,Student_844,student844@gmail.com,13:13,15:11,118,118,98.333333,Certified
STU0860,Student_860,student860@gmail.com,13:06,15:04,118,118,98.333333,Certified
STU0851,Student_851,student851@gmail.com,13:16,15:14,118,118,98.333333,Certified
STU0486,Student_486,student486@gmail.com,13:15,15:13,118,118,98.333333,Certified
STU0449,Student_449,student449@gmail.com,13:05,15:03,118,118,98.333333,Certified
STU0006,Student_6,student6@gmail.com,13:09,15:07,118,118,98.333333,Certified
STU0206,Student_206,student206@gmail.com,13:01,14:59,118,118,98.333333,Certified
STU0149,Student_149,student149@gmail.com,13:09,15:07,118,118,98.333333,Certified
STU0402,Student_402,student402@gmail.com,13:10,15:08,118,118,98.333333,Certified
STU0339,Student_339,student339@gmail.com,13:17,15:15,118,118,98.333333,Certified
STU0426,Student_426,student426@gmail.com,13:19,15:17,118,118,98.333333,Certified
STU0107,Student_107,student107@gmail.com,13:19,15:17,118,118,98.333333,Certified
STU0599,Student_599,student599@gmail.com,13:05,15:03,118,118,98.333333,Certified
STU0587,Student_587,student587@gmail.com,13:08,15:06,118,118,98.333333,Certified
STU0593,Student_593,student593@gmail.com,13:05,15:03,118,118,98.333333,Certified
STU0527,Student_527,student527@gmail.com,13:14,15:12,118,118,98.333333,Certified
STU0530,Student_530,student530@gmail.com,13:02,15:00,118,118,98.333333,Certified
STU0120,Student_120,student120@gmail.com,13:05,15:03,118,118,98.333333,Certified
STU0757,Student_757,student757@gmail.com,13:20,15:18,118,118,98.333333,Certified
STU0628,Student_628,student628@gmail.com,13:10,15:08,118,118,98.333333,Certified
STU0042,Student_42,student42@gmail.com,13:13,15:11,118,118,98.333333,Certified
STU0926,Student_926,student926@gmail.com,13:10,15:08,118,118,98.333333,Certified
STU0831,Student_831,student831@gmail.com,13:11,15:09,118,118,98.333333,Certified
STU0763,Student_763,student763@gmail.com,13:09,15:07,118,118,98.333333,Certified
STU0118,Student_118,student118@gmail.com,13:20,15:18,118,118,98.333333,Certified
STU0611,Student_611,student611@gmail.com,13:12,15:10,118,118,98.333333,Certified
STU0547,Student_547,student547@gmail.com,13:15,15:13,118,118,98.333333,Certified
STU0723,Student_723,student723@gmail.com,13:15,15:13,118,118,98.333333,Certified
STU0089,Student_89,student89@gmail.com,13:06,15:04,118,118,98.333333,Certified
STU0094,Student_94,student94@gmail.com,13:15,15:13,118,118,98.333333,Certified
STU0661,Student_661,student661@gmail.com,13:10,15:08,118,118,98.333333,Certified
STU0748,Student_748,student748@gmail.com,13:01,14:59,118,118,98.333333,Certified
STU0740,Student_740,student740@gmail.com,13:18,15:16,118,118,98.333333,Certified
STU0846,Student_846,student846@gmail.com,13:17,15:14,117,117,97.5,Certified
STU0835,Student_835,student835@gmail.com,13:12,15:09,117,117,97.5,Certified
STU0176,Student_176,student176@gmail.com,13:07,15:04,117,117,97.5,Certified
STU0303,Student_303,student303@gmail.com,13:18,15:15,117,117,97.5,Certified
STU0185,Student_185,student185@gmail.com,13:03,15:00,117,117,97.5,Certified
STU0595,Student_595,student595@gmail.com,13:10,15:07,117,117,97.5,Certified
STU0751,Student_751,student751@gmail.com,13:10,15:07,117,117,97.5,Certified
STU0640,Student_640,student640@gmail.com,13:05,15:02,117,117,97.5,Certified
STU0702,Student_702,student702@gmail.com,13:19,15:16,117,117,97.5,Certified
STU0556,Student_556,student556@gmail.com,13:10,15:07,117,117,97.5,Certified
STU0417,Student_417,student417@gmail.com,13:17,15:14,117,117,97.5,Certified
STU0892,Student_892,student892@gmail.com,13:14,15:11,117,117,97.5,Certified
STU0899,Student_899,student899@gmail.com,13:01,14:58,117,117,97.5,Certified
STU0905,Student_905,student905@gmail.com,13:19,15:16,117,117,97.5,Certified
STU0848,Student_848,student848@gmail.com,13:07,15:04,117,117,97.5,Certified
STU0868,Student_868,student868@gmail.com,13:14,15:11,117,117,97.5,Certified
STU0924,Student_924,student924@gmail.com,13:20,15:17,117,117,97.5,Certified
STU0319,Student_319,student319@gmail.com,13:14,15:11,117,117,97.5,Certified
STU0272,Student_272,student272@gmail.com,13:04,15:01,117,117,97.5,Certified
STU0248,Student_248,student248@gmail.com,13:13,15:10,117,117,97.5,Certified
STU0618,Student_618,student618@gmail.com,13:14,15:11,117,117,97.5,Certified
STU0131,Student_131,student131@gmail.com,13:19,15:16,117,117,97.5,Certified
STU0422,Student_422,student422@gmail.com,13:18,15:15,117,117,97.5,Certified
STU0282,Student_282,student282@gmail.com,13:11,15:08,117,117,97.5,Certified
STU0412,Student_412,student412@gmail.com,13:10,15:07,117,117,97.5,Certified
STU0341,Student_341,student341@gmail.com,13:17,15:14,117,117,97.5,Certified
STU0432,Student_432,student432@gmail.com,13:20,15:17,117,117,97.5,Certified
STU0430,Student_430,student430@gmail.com,13:04,15:01,117,117,97.5,Certified
STU0980,Student_980,student980@gmail.com,13:17,15:13,116,116,96.666667,Certified
STU0812,Student_812,student812@gmail.com,13:14,15:10,116,116,96.666667,Certified
STU0837,Student_837,student837@gmail.com,13:03,14:59,116,116,96.666667,Certified
STU0830,Student_830,student830@gmail.com,13:08,15:04,116,116,96.666667,Certified
STU0036,Student_36,student36@gmail.com,13:13,15:09,116,116,96.666667,Certified
STU0033,Student_33,student33@gmail.com,13:16,15:12,116,116,96.666667,Certified
STU0793,Student_793,student793@gmail.com,13:09,15:05,116,116,96.666667,Certified
STU0061,Student_61,student61@gmail.com,13:00,14:56,116,116,96.666667,Certified
STU0817,Student_817,student817@gmail.com,13:19,15:15,116,116,96.666667,Certified
STU0515,Student_515,student515@gmail.com,13:01,14:57,116,116,96.666667,Certified
STU0114,Student_114,student114@gmail.com,13:07,15:03,116,116,96.666667,Certified
STU0616,Student_616,student616@gmail.com,13:10,15:06,116,116,96.666667,Certified
STU0580,Student_580,student580@gmail.com,13:10,15:06,116,116,96.666667,Certified
STU0563,Student_563,student563@gmail.com,13:08,15:04,116,116,96.666667,Certified
STU0621,Student_621,student621@gmail.com,13:17,15:13,116,116,96.666667,Certified
STU0068,Student_68,student68@gmail.com,13:03,14:59,116,116,96.666667,Certified
STU0687,Student_687,student687@gmail.com,13:19,15:15,116,116,96.666667,Certified
STU0650,Student_650,student650@gmail.com,13:15,15:11,116,116,96.666667,Certified
STU0645,Student_645,student645@gmail.com,13:01,14:57,116,116,96.666667,Certified
STU0637,Student_637,student637@gmail.com,13:16,15:12,116,116,96.666667,Certified
STU0634,Student_634,student634@gmail.com,13:04,15:00,116,116,96.666667,Certified
STU0632,Student_632,student632@gmail.com,13:06,15:02,116,116,96.666667,Certified
STU0731,Student_731,student731@gmail.com,13:08,15:04,116,116,96.666667,Certified
STU0736,Student_736,student736@gmail.com,13:16,15:12,116,116,96.666667,Certified
STU0541,Student_541,student541@gmail.com,13:01,14:57,116,116,96.666667,Certified
STU0528,Student_528,student528@gmail.com,13:15,15:11,116,116,96.666667,Certified
STU0108,Student_108,student108@gmail.com,13:12,15:08,116,116,96.666667,Certified
STU0424,Student_424,student424@gmail.com,13:09,15:05,116,116,96.666667,Certified
STU0466,Student_466,student466@gmail.com,13:01,14:57,116,116,96.666667,Certified
STU0380,Student_380,student380@gmail.com,13:10,15:06,116,116,96.666667,Certified
STU0159,Student_159,student159@gmail.com,13:04,15:00,116,116,96.666667,Certified
STU0414,Student_414,student414@gmail.com,13:20,15:16,116,116,96.666667,Certified
STU0378,Student_378,student378@gmail.com,13:18,15:14,116,116,96.666667,Certified
STU0262,Student_262,student262@gmail.com,13:20,15:16,116,116,96.666667,Certified
STU0192,Student_192,student192@gmail.com,13:09,15:05,116,116,96.666667,Certified
STU0245,Student_245,student245@gmail.com,13:14,15:10,116,116,96.666667,Certified
STU0211,Student_211,student211@gmail.com,13:17,15:13,116,116,96.666667,Certified
STU0216,Student_216,student216@gmail.com,13:06,15:02,116,116,96.666667,Certified
STU0026,Student_26,student26@gmail.com,13:10,15:05,115,115,95.833333,Certified
STU0024,Student_24,student24@gmail.com,13:02,14:57,115,115,95.833333,Certified
STU0225,Student_225,student225@gmail.com,13:04,14:59,115,115,95.833333,Certified
STU0500,Student_500,student500@gmail.com,13:15,15:10,115,115,95.833333,Certified
STU0558,Student_558,student558@gmail.com,13:14,15:09,115,115,95.833333,Certified
STU0217,Student_217,student217@gmail.com,13:20,15:15,115,115,95.833333,Certified
STU0204,Student_204,student204@gmail.com,13:15,15:10,115,115,95.833333,Certified
STU0914,Student_914,student914@gmail.com,13:18,15:13,115,115,95.833333,Certified
STU0903,Student_903,student903@gmail.com,13:03,14:58,115,115,95.833333,Certified
STU0900,Student_900,student900@gmail.com,13:13,15:08,115,115,95.833333,Certified
STU0568,Student_568,student568@gmail.com,13:04,14:59,115,115,95.833333,Certified
STU0552,Student_552,student552@gmail.com,13:13,15:08,115,115,95.833333,Certified
STU0803,Student_803,student803@gmail.com,13:18,15:13,115,115,95.833333,Certified
STU0464,Student_464,student464@gmail.com,13:06,15:01,115,115,95.833333,Certified
STU0257,Student_257,student257@gmail.com,13:12,15:07,115,115,95.833333,Certified
STU0242,Student_242,student242@gmail.com,13:07,15:02,115,115,95.833333,Certified
STU0254,Student_254,student254@gmail.com,13:08,15:03,115,115,95.833333,Certified
STU0187,Student_187,student187@gmail.com,13:00,14:55,115,115,95.833333,Certified
STU0297,Student_297,student297@gmail.com,13:00,14:55,115,115,95.833333,Certified
STU0758,Student_758,student758@gmail.com,13:08,15:03,115,115,95.833333,Certified
STU0314,Student_314,student314@gmail.com,13:18,15:13,115,115,95.833333,Certified
STU0379,Student_379,student379@gmail.com,13:20,15:15,115,115,95.833333,Certified
STU0153,Student_153,student153@gmail.com,13:01,14:56,115,115,95.833333,Certified
STU0155,Student_155,student155@gmail.com,13:07,15:02,115,115,95.833333,Certified
STU0295,Student_295,student295@gmail.com,13:19,15:14,115,115,95.833333,Certified
STU0398,Student_398,student398@gmail.com,13:10,15:05,115,115,95.833333,Certified
STU0635,Student_635,student635@gmail.com,13:09,15:04,115,115,95.833333,Certified
STU0780,Student_780,student780@gmail.com,13:03,14:58,115,115,95.833333,Certified
STU0945,Student_945,student945@gmail.com,13:19,15:14,115,115,95.833333,Certified
STU0147,Student_147,student147@gmail.com,13:12,15:06,114,114,95.0,Certified
STU0675,Student_675,student675@gmail.com,13:10,15:04,114,114,95.0,Certified
STU0769,Student_769,student769@gmail.com,13:03,14:57,114,114,95.0,Certified
STU0638,Student_638,student638@gmail.com,13:05,14:59,114,114,95.0,Certified
STU0292,Student_292,student292@gmail.com,13:08,15:02,114,114,95.0,Certified
STU0866,Student_866,student866@gmail.com,13:14,15:08,114,114,95.0,Certified
STU0255,Student_255,student255@gmail.com,13:20,15:14,114,114,95.0,Certified
STU0828,Student_828,student828@gmail.com,13:09,15:03,114,114,95.0,Certified
STU0614,Student_614,student614@gmail.com,13:13,15:07,114,114,95.0,Certified
STU0815,Student_815,student815@gmail.com,13:09,15:03,114,114,95.0,Certified
STU0795,Student_795,student795@gmail.com,13:20,15:14,114,114,95.0,Certified
STU0090,Student_90,student90@gmail.com,13:07,15:01,114,114,95.0,Certified
STU0385,Student_385,student385@gmail.com,13:08,15:02,114,114,95.0,Certified
STU0152,Student_152,student152@gmail.com,13:00,14:54,114,114,95.0,Certified
STU0734,Student_734,student734@gmail.com,13:01,14:55,114,114,95.0,Certified
STU0978,Student_978,student978@gmail.com,13:12,15:06,114,114,95.0,Certified
STU0127,Student_127,student127@gmail.com,13:13,15:07,114,114,95.0,Certified
STU0220,Student_220,student220@gmail.com,13:04,14:58,114,114,95.0,Certified
STU0577,Student_577,student577@gmail.com,13:02,14:56,114,114,95.0,Certified
STU0035,Student_35,student35@gmail.com,13:05,14:59,114,114,95.0,Certified
STU0920,Student_920,student920@gmail.com,13:17,15:11,114,114,95.0,Certified
STU0148,Student_148,student148@gmail.com,13:11,15:05,114,114,95.0,Certified
STU0695,Student_695,student695@gmail.com,13:01,14:55,114,114,95.0,Certified
STU0030,Student_30,student30@gmail.com,13:08,15:02,114,114,95.0,Certified
STU0720,Student_720,student720@gmail.com,13:09,15:03,114,114,95.0,Certified
STU0201,Student_201,student201@gmail.com,13:13,15:07,114,114,95.0,Certified
STU0974,Student_974,student974@gmail.com,13:18,15:12,114,114,95.0,Certified
STU0507,Student_507,student507@gmail.com,13:07,15:01,114,114,95.0,Certified
STU0872,Student_872,student872@gmail.com,13:06,15:00,114,114,95.0,Certified
STU0934,Student_934,student934@gmail.com,13:01,14:54,113,113,94.166667,Certified
STU0511,Student_511,student511@gmail.com,13:16,15:09,113,113,94.166667,Certified
STU0961,Student_961,student961@gmail.com,13:14,15:07,113,113,94.166667,Certified
STU0973,Student_973,student973@gmail.com,13:08,15:01,113,113,94.166667,Certified
STU0942,Student_942,student942@gmail.com,13:02,14:55,113,113,94.166667,Certified
STU0958,Student_958,student958@gmail.com,13:07,15:00,113,113,94.166667,Certified
STU0296,Student_296,student296@gmail.com,13:20,15:13,113,113,94.166667,Certified
STU0022,Student_22,student22@gmail.com,13:16,15:09,113,113,94.166667,Certified
STU0084,Student_84,student84@gmail.com,13:14,15:07,113,113,94.166667,Certified
STU0086,Student_86,student86@gmail.com,13:10,15:03,113,113,94.166667,Certified
STU0875,Student_875,student875@gmail.com,13:02,14:55,113,113,94.166667,Certified
STU0697,Student_697,student697@gmail.com,13:11,15:04,113,113,94.166667,Certified
STU0706,Student_706,student706@gmail.com,13:10,15:03,113,113,94.166667,Certified
STU0777,Student_777,student777@gmail.com,13:06,14:59,113,113,94.166667,Certified
STU0395,Student_395,student395@gmail.com,13:18,15:11,113,113,94.166667,Certified
STU0778,Student_778,student778@gmail.com,13:08,15:01,113,113,94.166667,Certified
STU0856,Student_856,student856@gmail.com,13:18,15:11,113,113,94.166667,Certified
STU0867,Student_867,student867@gmail.com,13:01,14:54,113,113,94.166667,Certified
STU0177,Student_177,student177@gmail.com,13:12,15:05,113,113,94.166667,Certified
STU0279,Student_279,student279@gmail.com,13:18,15:11,113,113,94.166667,Certified
STU0492,Student_492,student492@gmail.com,13:04,14:57,113,113,94.166667,Certified
STU0536,Student_536,student536@gmail.com,13:12,15:05,113,113,94.166667,Certified
STU0750,Student_750,student750@gmail.com,13:06,14:59,113,113,94.166667,Certified
STU0259,Student_259,student259@gmail.com,13:14,15:06,112,112,93.333333,Certified
STU0340,Student_340,student340@gmail.com,13:07,14:59,112,112,93.333333,Certified
STU0721,Student_721,student721@gmail.com,13:10,15:02,112,112,93.333333,Certified
STU0512,Student_512,student512@gmail.com,13:16,15:08,112,112,93.333333,Certified
STU0509,Student_509,student509@gmail.com,13:02,14:54,112,112,93.333333,Certified
STU0936,Student_936,student936@gmail.com,13:17,15:09,112,112,93.333333,Certified
STU0709,Student_709,student709@gmail.com,13:19,15:11,112,112,93.333333,Certified
STU0362,Student_362,student362@gmail.com,13:02,14:54,112,112,93.333333,Certified
STU0070,Student_70,student70@gmail.com,13:09,15:01,112,112,93.333333,Certified
STU0699,Student_699,student699@gmail.com,13:12,15:04,112,112,93.333333,Certified
STU0076,Student_76,student76@gmail.com,13:19,15:11,112,112,93.333333,Certified
STU0169,Student_169,student169@gmail.com,13:16,15:08,112,112,93.333333,Certified
STU0808,Student_808,student808@gmail.com,13:04,14:56,112,112,93.333333,Certified
STU0403,Student_403,student403@gmail.com,13:02,14:54,112,112,93.333333,Certified
STU0364,Student_364,student364@gmail.com,13:16,15:08,112,112,93.333333,Certified
STU0749,Student_749,student749@gmail.com,13:04,14:56,112,112,93.333333,Certified
STU0752,Student_752,student752@gmail.com,13:15,15:07,112,112,93.333333,Certified
STU0433,Student_433,student433@gmail.com,13:13,15:05,112,112,93.333333,Certified
STU0286,Student_286,student286@gmail.com,13:18,15:10,112,112,93.333333,Certified
STU0566,Student_566,student566@gmail.com,13:11,15:03,112,112,93.333333,Certified
STU0049,Student_49,student49@gmail.com,13:12,15:04,112,112,93.333333,Certified
STU0601,Student_601,student601@gmail.com,13:11,15:03,112,112,93.333333,Certified
STU0462,Student_462,student462@gmail.com,13:16,15:08,112,112,93.333333,Certified
STU0535,Student_535,student535@gmail.com,13:09,15:01,112,112,93.333333,Certified
STU0964,Student_964,student964@gmail.com,13:11,15:03,112,112,93.333333,Certified
STU0126,Student_126,student126@gmail.com,13:07,14:59,112,112,93.333333,Certified
STU0493,Student_493,student493@gmail.com,13:19,15:11,112,112,93.333333,Certified
STU0472,Student_472,student472@gmail.com,13:14,15:06,112,112,93.333333,Certified
STU0862,Student_862,student862@gmail.com,13:02,14:54,112,112,93.333333,Certified
STU0239,Student_239,student239@gmail.com,13:11,15:03,112,112,93.333333,Certified
STU0399,Student_399,student399@gmail.com,13:15,15:07,112,112,93.333333,Certified
STU0407,Student_407,student407@gmail.com,13:16,15:08,112,112,93.333333,Certified
STU0241,Student_241,student241@gmail.com,13:14,15:06,112,112,93.333333,Certified
STU0612,Student_612,student612@gmail.com,13:15,15:07,112,112,93.333333,Certified
STU0625,Student_625,student625@gmail.com,13:03,14:55,112,112,93.333333,Certified
STU0098,Student_98,student98@gmail.com,13:04,14:56,112,112,93.333333,Certified
STU0101,Student_101,student101@gmail.com,13:03,14:55,112,112,93.333333,Certified
STU0327,Student_327,student327@gmail.com,13:18,15:09,111,111,92.5,Certified
STU0072,Student_72,student72@gmail.com,13:15,15:06,111,111,92.5,Certified
STU0822,Student_822,student822@gmail.com,13:04,14:55,111,111,92.5,Certified
STU0845,Student_845,student845@gmail.com,13:17,15:08,111,111,92.5,Certified
STU0105,Student_105,student105@gmail.com,13:02,14:53,111,111,92.5,Certified
STU0186,Student_186,student186@gmail.com,13:07,14:58,111,111,92.5,Certified
STU0922,Student_922,student922@gmail.com,13:17,15:08,111,111,92.5,Certified
STU0457,Student_457,student457@gmail.com,13:09,15:00,111,111,92.5,Certified
STU0514,Student_514,student514@gmail.com,13:12,15:03,111,111,92.5,Certified
STU0583,Student_583,student583@gmail.com,13:05,14:56,111,111,92.5,Certified
STU0861,Student_861,student861@gmail.com,13:18,15:09,111,111,92.5,Certified
STU0604,Student_604,student604@gmail.com,13:07,14:58,111,111,92.5,Certified
STU0979,Student_979,student979@gmail.com,13:07,14:58,111,111,92.5,Certified
STU0003,Student_3,student3@gmail.com,13:19,15:10,111,111,92.5,Certified
STU0320,Student_320,student320@gmail.com,13:13,15:04,111,111,92.5,Certified
STU0713,Student_713,student713@gmail.com,13:10,15:01,111,111,92.5,Certified
STU0686,Student_686,student686@gmail.com,13:09,15:00,111,111,92.5,Certified
STU0145,Student_145,student145@gmail.com,13:12,15:03,111,111,92.5,Certified
STU0807,Student_807,student807@gmail.com,13:16,15:07,111,111,92.5,Certified
STU0171,Student_171,student171@gmail.com,13:08,14:59,111,111,92.5,Certified
STU0747,Student_747,student747@gmail.com,13:19,15:10,111,111,92.5,Certified
STU0677,Student_677,student677@gmail.com,13:05,14:56,111,111,92.5,Certified
STU0002,Student_2,student2@gmail.com,13:13,15:03,110,110,91.666667,Certified
STU0965,Student_965,student965@gmail.com,13:15,15:05,110,110,91.666667,Certified
STU0208,Student_208,student208@gmail.com,13:14,15:04,110,110,91.666667,Certified
STU0904,Student_904,student904@gmail.com,13:01,14:51,110,110,91.666667,Certified
STU0191,Student_191,student191@gmail.com,13:20,15:10,110,110,91.666667,Certified
STU0488,Student_488,student488@gmail.com,13:15,15:05,110,110,91.666667,Certified
STU0453,Student_453,student453@gmail.com,13:07,14:57,110,110,91.666667,Certified
STU0459,Student_459,student459@gmail.com,13:18,15:08,110,110,91.666667,Certified
STU0576,Student_576,student576@gmail.com,13:11,15:01,110,110,91.666667,Certified
STU0592,Student_592,student592@gmail.com,13:02,14:52,110,110,91.666667,Certified
STU0396,Student_396,student396@gmail.com,13:01,14:51,110,110,91.666667,Certified
STU0669,Student_669,student669@gmail.com,13:08,14:58,110,110,91.666667,Certified
STU0394,Student_394,student394@gmail.com,13:12,15:02,110,110,91.666667,Certified
STU0658,Student_658,student658@gmail.com,13:15,15:05,110,110,91.666667,Certified
STU0607,Student_607,student607@gmail.com,13:11,15:01,110,110,91.666667,Certified
STU0617,Student_617,student617@gmail.com,13:02,14:52,110,110,91.666667,Certified
STU0850,Student_850,student850@gmail.com,13:16,15:06,110,110,91.666667,Certified
STU0181,Student_181,student181@gmail.com,13:03,14:53,110,110,91.666667,Certified
STU0134,Student_134,student134@gmail.com,13:07,14:57,110,110,91.666667,Certified
STU0805,Student_805,student805@gmail.com,13:09,14:59,110,110,91.666667,Certified
STU0406,Student_406,student406@gmail.com,13:14,15:04,110,110,91.666667,Certified
STU0137,Student_137,student137@gmail.com,13:00,14:50,110,110,91.666667,Certified
STU0388,Student_388,student388@gmail.com,13:09,14:59,110,110,91.666667,Certified
STU0161,Student_161,student161@gmail.com,13:09,14:59,110,110,91.666667,Certified
STU0321,Student_321,student321@gmail.com,13:19,15:09,110,110,91.666667,Certified
STU0678,Student_678,student678@gmail.com,13:16,15:06,110,110,91.666667,Certified
STU0377,Student_377,student377@gmail.com,13:18,15:08,110,110,91.666667,Certified
STU0383,Student_383,student383@gmail.com,13:15,15:05,110,110,91.666667,Certified
STU0682,Student_682,student682@gmail.com,13:16,15:06,110,110,91.666667,Certified
STU0345,Student_345,student345@gmail.com,13:00,14:50,110,110,91.666667,Certified
STU0023,Student_23,student23@gmail.com,13:15,15:05,110,110,91.666667,Certified
STU0353,Student_353,student353@gmail.com,13:19,15:09,110,110,91.666667,Certified
STU0073,Student_73,student73@gmail.com,13:07,14:57,110,110,91.666667,Certified
STU0067,Student_67,student67@gmail.com,13:03,14:53,110,110,91.666667,Certified
STU0714,Student_714,student714@gmail.com,13:16,15:06,110,110,91.666667,Certified
STU0119,Student_119,student119@gmail.com,13:03,14:53,110,110,91.666667,Certified
STU0933,Student_933,student933@gmail.com,13:04,14:54,110,110,91.666667,Certified
STU0199,Student_199,student199@gmail.com,13:12,15:02,110,110,91.666667,Certified
